Cluster 2	AT1G27430.1
Cluster 2	AT2G01980.1
Cluster 2	AT2G44200.1
Cluster 2	AT4G18710.1
Cluster 2	AT3G61430.2
Cluster 2	AT3G63130.2
Cluster 2	AT5G54270.1
Cluster 2	AT3G07880.1
Cluster 2	AT2G45140.1
Cluster 2	AT1G12840.1
Cluster 2	AT3G01310.1
Cluster 2	AT5G06910.1
Cluster 2	AT2G05940.1
Cluster 2	AT1G76260.1
Cluster 2	AT5G47210.1
Cluster 2	AT4G33400.1
Cluster 2	AT3G25070.1
Cluster 2	AT1G73670.1
Cluster 2	AT4G15560.1
Cluster 2	ATCG00490.1
Cluster 2	AT1G76360.1
Cluster 2	AT5G58430.1
Cluster 2	AT3G55980.1
Cluster 2	AT4G15410.1
Cluster 2	AT5G64270.1
Cluster 2	AT5G04990.1
Cluster 2	AT4G29220.1
Cluster 2	AT5G35910.1
Cluster 2	AT5G03280.1
Cluster 2	AT1G13210.1
Cluster 2	AT1G20760.1
Cluster 2	AT1G30540.1
Cluster 2	AT5G57870.1
Cluster 2	AT1G77180.2
Cluster 2	AT5G08280.1
Cluster 2	AT3G25610.1
Cluster 2	ATCG00560.1
Cluster 2	AT4G08350.1
Cluster 2	AT4G06634.1
Cluster 2	AT1G49970.1
Cluster 2	AT2G34680.1
Cluster 2	AT4G31700.1
Cluster 2	AT5G04870.1
Cluster 2	AT5G56760.1
Cluster 2	AT3G57220.1
Cluster 2	AT2G41620.1
Cluster 2	AT5G13760.1
Cluster 2	AT5G42950.1
Cluster 2	AT3G01400.1
Cluster 2	AT2G37050.3
Cluster 2	AT3G16000.1
Cluster 2	AT3G20550.1
Cluster 2	AT3G28050.1
Cluster 2	AT3G15220.1
Cluster 2	AT2G47980.1
Cluster 2	AT1G31870.2
Cluster 2	AT5G04510.1
Cluster 2	AT1G30630.1
Cluster 2	AT3G48710.1
Cluster 2	AT2G27660.1
Cluster 2	AT4G26760.1
Cluster 2	AT5G63860.1
Cluster 2	AT5G52310.1
Cluster 2	AT4G28610.1
Cluster 2	AT5G54310.1
Cluster 2	AT1G19870.1
Cluster 2	AT3G23920.1
Cluster 2	AT3G10540.1
Cluster 2	AT5G26210.1
Cluster 2	AT1G18740.1
Cluster 2	AT5G10470.2
Cluster 2	AT3G53030.1
Cluster 2	AT4G39330.1
Cluster 2	AT3G61130.1
Cluster 2	AT3G26400.1
Cluster 2	AT5G56670.1
Cluster 2	AT1G62020.1
Cluster 2	AT5G46840.1
Cluster 2	AT2G23070.1
Cluster 2	AT4G25730.1
Cluster 2	AT5G64200.2
Cluster 2	AT3G46780.1
Cluster 2	AT2G36060.2
Cluster 2	AT4G08480.1
Cluster 2	AT3G15450.1
Cluster 2	AT5G63310.1
Cluster 2	AT4G24520.1
Cluster 2	AT5G53060.1
Cluster 2	AT4G25970.1
Cluster 2	AT3G26740.1
Cluster 2	AT1G74720.1
Cluster 2	AT4G13510.1
Cluster 2	AT1G52780.1
Cluster 2	AT3G48190.1
Cluster 2	AT1G62600.1
Cluster 2	AT1G72790.1
Cluster 2	AT1G19450.1
Cluster 2	AT1G18170.1
Cluster 2	AT3G51120.1
Cluster 2	AT5G47820.2
Cluster 2	AT1G64370.1
Cluster 2	AT1G21380.1
Cluster 2	AT2G45710.1
Cluster 2	AT1G17210.1
Cluster 2	AT5G46210.1
Cluster 2	AT4G13350.2
Cluster 2	AT1G59900.1
Cluster 2	AT2G27140.1
Cluster 2	AT5G20280.1
Cluster 2	AT1G12930.1
Cluster 2	AT5G09250.1
Cluster 2	AT3G58560.1
Cluster 2	AT1G75220.1
Cluster 2	ATCG00480.1
Cluster 2	AT4G00752.1
Cluster 2	AT1G48920.1
Cluster 2	AT4G26630.2
Cluster 2	AT5G21010.1
Cluster 2	AT3G14090.1
Cluster 2	AT4G11680.1
Cluster 2	AT3G13224.2
Cluster 2	AT1G10090.1
Cluster 2	AT2G32950.1
Cluster 2	AT1G77840.1
Cluster 2	AT1G51510.1
Cluster 2	AT4G04695.1
Cluster 2	AT3G03940.1
Cluster 2	AT1G20540.1
Cluster 2	AT2G17870.1
Cluster 2	AT1G69870.1
Cluster 2	AT3G45830.1
Cluster 2	AT5G06140.1
Cluster 2	AT5G11260.1
Cluster 2	AT5G12430.1
Cluster 2	AT1G12910.1
Cluster 2	AT3G42170.1
Cluster 2	AT4G20940.1
Cluster 2	AT2G21660.1
Cluster 2	AT4G01290.1
Cluster 2	AT5G57610.1
Cluster 2	AT2G32910.1
Cluster 2	AT3G01480.1
Cluster 2	AT3G18230.1
Cluster 2	AT5G64160.1
Cluster 2	AT1G18190.1
Cluster 2	AT5G57210.1
Cluster 2	AT3G19770.1
Cluster 2	AT5G38600.1
Cluster 2	AT3G18690.1
Cluster 2	AT1G30480.1
Cluster 2	AT4G14230.1
Cluster 2	AT4G35230.1
Cluster 2	AT4G27060.1
Cluster 2	AT2G41410.1
Cluster 2	AT5G55660.1
Cluster 3	AT2G33540.1
Cluster 3	AT2G41840.1
Cluster 3	AT1G59820.1
Cluster 3	AT1G13020.1
Cluster 3	AT1G05500.1
Cluster 3	AT5G41600.1
Cluster 3	AT4G23650.1
Cluster 3	AT3G20630.1
Cluster 3	AT4G03080.1
Cluster 3	AT1G53590.1
Cluster 3	AT3G55460.1
Cluster 3	AT2G38310.1
Cluster 3	AT2G19710.1
Cluster 3	AT2G38440.1
Cluster 3	AT1G52190.1
Cluster 3	AT5G05190.1
Cluster 3	AT5G47910.1
Cluster 3	AT1G10290.1
Cluster 3	AT2G42070.1
Cluster 3	AT4G04340.3
Cluster 3	AT3G03050.1
Cluster 3	AT3G50670.1
Cluster 3	AT4G31160.1
Cluster 3	AT4G26455.1
Cluster 3	AT1G68830.1
Cluster 3	AT1G30460.1
Cluster 3	AT1G10020.1
Cluster 3	AT3G56990.1
Cluster 3	AT1G67230.1
Cluster 3	AT3G26780.1
Cluster 3	AT1G03590.1
Cluster 3	AT3G10380.1
Cluster 3	AT1G66150.1
Cluster 3	AT5G04600.1
Cluster 3	AT3G58620.1
Cluster 3	AT2G03150.1
Cluster 3	AT1G49730.1
Cluster 3	AT3G49601.1
Cluster 3	AT2G38280.2
Cluster 3	AT5G35430.1
Cluster 3	AT3G14100.1
Cluster 3	AT4G25500.4
Cluster 3	AT5G04930.1
Cluster 3	AT1G77760.1
Cluster 3	AT3G09670.2
Cluster 3	AT4G34450.1
Cluster 3	AT5G42750.1
Cluster 3	AT1G70290.1
Cluster 3	AT1G27100.1
Cluster 3	AT1G27650.1
Cluster 3	AT1G33680.1
Cluster 3	AT4G00800.1
Cluster 3	AT4G32410.1
Cluster 3	AT1G75100.1
Cluster 3	AT5G55960.1
Cluster 3	AT1G20110.1
Cluster 3	AT1G42970.1
Cluster 3	AT4G00238.1
Cluster 3	AT1G44910.1
Cluster 3	AT4G31880.1
Cluster 3	AT2G34420.1
Cluster 3	AT1G08190.1
Cluster 3	AT1G42550.1
Cluster 3	AT1G32060.1
Cluster 3	AT4G10760.1
Cluster 3	AT5G64960.1
Cluster 3	AT3G17750.1
Cluster 3	AT3G46510.1
Cluster 3	AT4G21670.1
Cluster 3	AT3G16830.1
Cluster 3	AT5G55310.1
Cluster 3	AT3G60190.1
Cluster 3	AT3G11130.1
Cluster 3	AT4G28750.1
Cluster 3	AT2G43970.1
Cluster 3	AT4G24620.1
Cluster 3	AT2G01470.1
Cluster 3	AT5G27420.1
Cluster 3	AT2G20190.1
Cluster 3	AT3G05420.2
Cluster 3	AT2G06990.1
Cluster 3	AT1G27850.1
Cluster 3	AT2G36530.1
Cluster 3	AT1G15940.1
Cluster 3	AT2G25450.1
Cluster 3	AT4G05220.1
Cluster 3	AT5G19390.2
Cluster 3	AT3G60440.1
Cluster 3	AT3G19100.1
Cluster 3	AT3G18770.1
Cluster 3	AT3G49250.1
Cluster 3	AT3G07790.1
Cluster 3	AT2G32850.2
Cluster 3	AT4G11740.1
Cluster 3	AT3G12100.1
Cluster 3	AT5G46180.1
Cluster 3	AT1G62330.1
Cluster 3	AT3G48430.1
Cluster 3	AT1G55480.1
Cluster 3	AT3G04630.1
Cluster 3	AT5G08610.1
Cluster 3	AT3G51550.1
Cluster 3	AT5G41970.1
Cluster 3	AT3G11820.1
Cluster 3	AT5G58730.1
Cluster 3	AT4G09320.1
Cluster 3	AT1G67120.1
Cluster 3	AT5G26760.2
Cluster 3	AT1G47490.1
Cluster 3	AT3G08020.1
Cluster 3	AT3G06480.1
Cluster 3	AT2G48160.1
Cluster 3	AT3G07420.1
Cluster 3	AT1G56110.1
Cluster 3	AT1G12360.1
Cluster 3	AT1G71080.1
Cluster 3	AT2G40510.1
Cluster 3	AT5G12350.1
Cluster 3	AT2G33990.1
Cluster 3	AT5G13160.1
Cluster 4	AT1G72340.1
Cluster 4	AT3G11450.1
Cluster 4	AT1G18150.3
Cluster 4	AT4G30480.2
Cluster 4	AT1G79040.1
Cluster 4	AT2G33435.1
Cluster 4	AT5G10950.1
Cluster 4	AT3G11670.1
Cluster 4	AT5G47070.1
Cluster 4	AT5G47930.1
Cluster 4	AT3G56850.1
Cluster 4	AT4G17260.1
Cluster 4	AT3G01670.1
Cluster 4	AT1G49950.3
Cluster 4	AT5G14460.1
Cluster 4	AT1G79350.1
Cluster 4	AT4G09980.1
Cluster 4	AT5G14240.1
Cluster 4	AT1G70940.1
Cluster 4	AT3G19840.1
Cluster 4	AT5G07460.1
Cluster 4	AT5G16260.1
Cluster 4	AT2G28390.1
Cluster 4	AT2G29210.1
Cluster 4	AT5G02770.1
Cluster 4	AT4G30890.3
Cluster 4	AT4G15802.1
Cluster 4	AT1G72730.1
Cluster 4	AT2G41140.1
Cluster 4	AT3G06010.1
Cluster 4	AT1G26630.1
Cluster 4	AT1G02840.1
Cluster 4	AT1G16860.1
Cluster 4	AT1G31730.1
Cluster 4	AT1G55150.1
Cluster 4	AT1G59610.1
Cluster 4	AT3G02220.1
Cluster 4	AT3G51160.1
Cluster 4	AT2G44950.1
Cluster 4	AT4G19190.1
Cluster 4	AT5G25270.1
Cluster 4	AT4G17720.1
Cluster 4	AT5G44090.1
Cluster 4	AT1G78880.1
Cluster 4	AT3G53390.1
Cluster 4	AT1G53240.1
Cluster 4	AT5G26860.1
Cluster 4	AT4G03550.1
Cluster 4	AT1G13440.1
Cluster 4	AT1G67090.1
Cluster 4	AT4G25210.1
Cluster 4	AT1G18950.1
Cluster 4	AT3G55270.1
Cluster 4	AT5G47480.1
Cluster 4	AT1G36730.1
Cluster 4	AT1G37130.1
Cluster 4	AT1G54410.1
Cluster 4	AT2G26460.1
Cluster 4	AT5G36880.2
Cluster 4	AT1G12000.1
Cluster 4	AT1G45688.1
Cluster 4	AT3G52930.1
Cluster 4	AT2G27100.1
Cluster 4	AT4G02720.1
Cluster 4	AT3G25840.1
Cluster 4	AT5G10360.1
Cluster 4	AT1G28380.1
Cluster 4	AT1G32400.3
Cluster 4	AT1G26120.1
Cluster 4	AT5G38420.1
Cluster 4	AT2G36910.1
Cluster 4	AT1G65030.1
Cluster 5	AT5G20350.1
Cluster 5	AT1G53430.1
Cluster 5	AT4G13430.1
Cluster 5	AT1G20440.1
Cluster 5	AT3G57610.1
Cluster 5	AT3G63000.1
Cluster 5	AT5G62810.1
Cluster 5	AT4G08500.1
Cluster 5	AT4G27320.1
Cluster 5	AT3G52400.1
Cluster 5	AT1G76850.1
Cluster 5	AT5G20490.1
Cluster 5	AT1G66670.1
Cluster 5	AT1G54090.1
Cluster 5	AT3G48860.2
Cluster 5	AT5G17170.1
Cluster 5	AT3G51860.1
Cluster 5	AT3G18370.1
Cluster 5	AT5G46070.1
Cluster 5	AT3G07660.1
Cluster 5	AT1G53310.3
Cluster 5	AT3G58730.1
Cluster 10	AT5G57120.1
Cluster 10	AT1G26170.1
Cluster 10	AT5G19010.1
Cluster 10	AT1G59710.1
Cluster 10	AT3G02880.1
Cluster 10	AT3G63260.1
Cluster 10	AT5G35980.1
Cluster 10	AT1G07110.1
Cluster 10	AT2G18960.1
Cluster 10	AT4G15545.1
Cluster 10	AT5G15680.1
Cluster 10	AT3G08850.1
Cluster 10	AT4G23040.1
Cluster 10	AT4G38630.1
Cluster 10	AT5G38640.1
Cluster 10	AT1G80930.1
Cluster 10	AT1G48050.1
Cluster 10	AT3G56150.2
Cluster 10	AT3G48890.1
Cluster 10	AT2G32730.1
Cluster 10	AT3G13570.1
Cluster 10	AT4G28080.1
Cluster 10	AT1G71900.1
Cluster 10	AT5G27150.1
Cluster 10	AT3G28860.1
Cluster 10	AT3G29075.1
Cluster 10	AT2G38410.1
Cluster 10	AT5G49890.1
Cluster 10	AT4G20780.1
Cluster 10	AT5G58440.1
Cluster 10	AT2G24590.1
Cluster 10	AT5G52640.1
Cluster 10	AT5G63420.1
Cluster 10	AT1G49040.1
Cluster 10	AT1G20330.1
Cluster 10	AT5G01530.1
Cluster 10	AT5G62190.1
Cluster 10	AT5G64330.1
Cluster 10	AT2G45070.4
Cluster 10	AT1G01960.1
Cluster 10	AT5G11040.1
Cluster 10	AT5G05170.1
Cluster 10	AT3G61050.2
Cluster 10	AT2G19520.1
Cluster 10	AT1G76810.1
Cluster 10	AT1G80350.1
Cluster 10	AT2G28000.1
Cluster 10	AT3G26560.1
Cluster 10	AT1G54270.1
Cluster 10	AT3G45780.2
Cluster 10	AT3G61860.1
Cluster 10	AT3G05900.1
Cluster 10	AT3G57150.1
Cluster 10	AT5G46750.1
Cluster 10	AT4G32180.1
Cluster 10	AT3G47070.1
Cluster 10	AT5G22650.1
Cluster 10	AT5G23060.1
Cluster 10	AT1G35580.2
Cluster 10	AT5G08050.1
Cluster 10	AT1G47200.1
Cluster 10	AT4G04210.1
Cluster 10	AT3G48530.1
Cluster 11	ATCG00710.1
